s_no,name,country_origin,flag,flag_basis,category_segment,hall,stand,source_url
231,DTOWN Robotics,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,A5-62,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
232,DUST & POLLUTION PURIFIER LAMP,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,D5-79-B,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
233,Dynamics Monk,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P117,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
234,EA Cloud,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 3,A3-01,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
235,EA Tech Corporations Pvt. Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,G4-28,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
236,ECLECTIC CREATIONS PRIVATE LIMITED,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P59,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
237,Ecosmob Technologies Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,C5-161,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
238,EDUSAP,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P4,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
239,Efficient Textile Antennas,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,E5-157,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
240,Efuel Products Pvt. Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P76,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
241,EHOOME IOT PVT LTD,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,C5-105,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
242,Ek TV,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Broadcast & Satcom,Hall 5,B5-200,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
243,Ekam Internet LLP,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P99,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
244,EKODEMY INDIA PRIVATE LIMITED,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P96,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
245,Elcia,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,D5-101,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
246,Electro Bits (Digi Electro Media),India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Media Partner,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
247,Electronic City,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Media Partner,Hall 3,C3-47,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
248,Electronic Security Association of India (ESAI),India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Association,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
249,Electronics Bazaar,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,A4-05,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
250,Electronics Buzz,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Media Partner,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
251,Electronics Era,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Media Partner,Hall 3,C3-38,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
252,Electronics Maker,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Media Partner,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
253,Electronics Media (Digi Electro Media),India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Media Partner,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
